Total.Profit	Units.Sold	Item.Type
-0.9747181666306913	-1.6097695544659314	Meat
-0.130745678538576	-0.3992767337308283	Cereal
1.0273656669882743	1.3183329773235726	Cereal
0.3307710840874227	1.5053280417511892	Snacks
0.8092294359787735	1.5561083528251107	Clothes
-0.24387321508724358	-0.5670576264007449	Cereal
-0.9944103521897323	-0.03901101327395235	Fruits
0.20622122180576538	1.102859765469365	Meat
0.1988815455929411	0.8218525035130017	Vegetables
-0.7586814294997026	0.5113377635001705	Beverages
0.8144075451393449	1.5653723284940018	Clothes
-0.8622574792888559	-1.484191217620963	Cereal
-1.000697552541695	-0.38177811302292286	Fruits
0.40154883878292696	-0.5948495534074182	Household
-0.8354430955947828	-0.7303780863411953	Personal Care
-0.010070232084443166	0.606036181448835	Meat
-0.4334990049823495	1.3770048232265495	Personal Care
-1.0020380667308522	-0.4548605877441748	Fruits
-0.32785312691223106	-0.06405805860095422	Snacks
0.2254455735795463	0.5116808737101294	Clothes
-1.0077210916736172	-0.7646891073370882	Fruits
2.32745849481739	0.931990880909818	Household
0.7612362181316841	0.13323031212543024	Office Supplies
0.3972958732176892	1.6638449587522146	Snacks
-0.992673347888289	0.05568740467471218	Fruits
0.33168126431357126	0.1339165325453481	Baby Food
0.4997918184468572	-0.13885608437200084	Office Supplies
-0.03597921442943739	0.6314263369857958	Snacks
-0.6185032290398795	0.40703225967265594	Personal Care
0.5311313809005609	0.5823615769616689	Cereal
0.04233422878099324	-0.8796310276733296	Household
2.2179629570698127	0.8451839977902088	Household
-0.056978383695901066	0.28934545765674313	Vegetables
-0.2680074843958845	-1.1537760854305141	Cosmetics
0.4484768632110512	1.341321361390821	Vegetables
-0.7366887499703187	-1.125297938003923	Vegetables
0.3474749046329984	-0.29737300137302625	Office Supplies
-0.9650260294236519	-1.6433943550419063	Baby Food
-0.3583391766984806	-0.3378600061481799	Vegetables
0.36273754120196633	1.5814985083620716	Snacks
-0.8689790090584266	-1.3534662276266112	Snacks
0.03367845504600695	-0.8864932318725082	Household
0.4674742313810655	0.9446859586782983	Clothes
-1.0180424215807435	-1.3273898516697324	Fruits
1.8487942072726444	0.5525109886952421	Household
-0.973213864917049	1.1165841738677222	Fruits
-0.9739237762456726	-1.6725587228884153	Office Supplies
-0.08176905657843497	0.4413432806685489	Meat
-0.9059852229252632	-1.441645551586056	Snacks
2.3313535929981333	0.9350788727994483	Household
-0.8520833022357595	-1.3280760720896503	Meat
-0.6913400530144217	0.025150595988367455	Personal Care
-0.4236230246355821	-0.47373164929191597	Vegetables
-0.8100720111179875	-1.431009135077329	Baby Food
-0.9927215283702207	-1.4522819680947827	Beverages
-0.5329052364444606	0.8558204142989356	Personal Care
1.2920930246495315	0.025150595988367455	Cosmetics
0.7321698865463524	0.8805243494159786	Cereal
0.7137220892393468	1.385239468265564	Clothes
0.15427639490373166	-0.49843558440895885	Office Supplies
0.6857371418040354	0.054658074044835386	Office Supplies
0.8177674090882892	1.0074751271007827	Cereal
-0.7811734886258227	0.3226271480227593	Beverages
-0.2702465058163808	-0.6061721903360628	Cereal
-0.8654982630222945	-0.38486610491255324	Beverages
-0.9448338897580634	-1.0504999122328764	Beverages
-0.5288418852311502	-1.2093599394438608	Office Supplies
-0.5945514971668494	0.5326105965176241	Personal Care
-0.9737873040513232	-1.2934219408837984	Beverages
3.131147086110872	1.56914654080355	Household
-0.9896398838546093	0.22106652587491618	Fruits
-0.8808337578810127	-0.5135324336471518	Beverages
2.2646585922791242	0.7600926657203944	Cosmetics
-1.0198612413021821	-1.4265487023478631	Fruits
1.7690994335623473	1.1821182239698778	Office Supplies
0.8448581581158485	-0.31281296082117804	Cosmetics
-0.7569524161074578	-1.086526484278564	Snacks
1.4731336271742372	0.25469132645089126	Household
1.4554108090213693	1.6741382650509824	Baby Food
-0.9728928967309126	1.1340827945756276	Fruits
-0.2889750033945426	0.02858169808795675	Snacks
-0.849222191145575	-0.2483082413488993	Beverages
-0.6173495088817557	1.6971266491182306	Beverages
-0.9864239084994011	0.3963958431639291	Fruits
2.152055295933588	0.6750013336505798	Cosmetics
0.5952783261485705	0.4952115836321008	Baby Food
2.9143977740148608	1.2510833761716225	Cosmetics
0.8944221902443198	0.9052282845330214	Baby Food
0.05660831676268712	0.8520462019893874	Snacks
-0.4563562956641853	-0.9461944084053618	Baby Food
-0.16010122358590903	0.33566533600119863	Snacks
0.17996103116727624	-0.77052198090639	Household
-0.752874388779868	0.5600594133143385	Beverages
-0.7798473110678743	-1.1410810076620337	Snacks
-0.740969187550186	-1.048441250973123	Snacks
-0.32884958806645653	-1.1997528535650106	Cosmetics
-0.2925607541557951	-0.20095903237456705	Vegetables
-0.3128483930205294	-0.089448214137915	Meat
1.9590859372769227	0.5291794944180348	Cosmetics
-0.7691504606565877	-0.3828074436527997	Personal Care
-0.8266304023389688	-1.431352245287288	Cereal
-0.6857415071280515	-1.2223981274223001	Cereal
0.38635240141271054	1.6377685827953359	Snacks
0.4043515326708996	1.680657359040202	Snacks
-0.9881860867762274	0.3003249843754289	Fruits
-0.7567836146791619	-1.1091717581358533	Meat
-0.9571840749509509	-1.154119195640473	Beverages
0.3535219859977736	1.5595394549247001	Snacks
3.1237896784361343	1.5633136672342482	Household
0.07969138980050151	0.25091711414134305	Clothes
-0.668602312601574	-0.9835934212908851	Vegetables
-0.6141113104424696	-0.746161155999306	Snacks
-0.7415476144741887	-1.0741745167200425	Meat
-0.5418267993095824	-0.5739198305999235	Snacks
-0.7262268218438324	-1.2824424141651127	Cereal
-0.38611907635919723	1.6254166152368146	Personal Care
-0.4797361813619642	-0.7499353683088542	Clothes
-0.3648593407790677	-0.15223738256039906	Snacks
3.086481037381628	1.3811221457460567	Cosmetics
-1.0233793043619892	-1.6183473097149046	Fruits
-1.0101000323473328	-0.8943847667015635	Fruits
3.064064839664728	1.515964458259916	Household
1.3337756700409567	0.14420983884411598	Household
-0.16387152256711307	-0.18483285250649736	Clothes
-0.7365824917692457	-1.5078658221081294	Cosmetics
0.28427809415712935	0.999583592271727	Vegetables
-0.9538060094866103	-1.5617341250716812	Meat
-0.4925687197698973	-0.9359011021065939	Cereal
1.4407279050805217	0.8403804548507838	Office Supplies
-1.0151319548749216	-1.7017230907349243	Snacks
0.7659569130258521	-0.3059507566219995	Household
-0.40763177905502945	-0.4404499589258998	Vegetables
-0.34126931506063635	-0.7115070247934542	Cereal
-0.9886580988146632	0.2745917186285092	Fruits
-0.9848694155194864	0.4811440650237847	Fruits
1.883831654357202	1.301520577035585	Office Supplies
0.7437237750262101	0.698675938137746	Baby Food
-0.24503325485329555	0.06632382118343899	Meat
2.3159657394043083	0.7988641194457533	Cosmetics
0.21652137319210735	0.8585652959786071	Vegetables
0.5917386406285796	1.6394841338451307	Vegetables
-0.4854598659309448	1.1045753165191596	Personal Care
1.2554419623026243	0.6475525168538655	Office Supplies
1.2594043564735782	1.662472517912379	Cereal
-0.7287148932676791	-1.319498316840677	Baby Food
-0.7041012216352984	-0.041755894953623786	Personal Care
